Title,Price,Store,Condition
Used Fender Player Stratocaster Seafoam Pearl Solid Body Electric Guitar,$499.99,"Denton, TX",Good
Used 2021 Washburn BTSC56SCE-D Amber Acoustic Guitar,$799.99,"Twin Cities, MN",Good
Used Ovation CS347 Celebrity Trans Crimson Red Acoustic Electric Guitar,$299.99,"Sugar Land, TX",Good
Used Jackson JS22-7 Dinky 7 String Black Solid Body Electric Guitar,$174.99,"Sacramento, CA",Great
Used Yamaha CSFTA Natural Acoustic Electric Guitar,$699.99,"Sacramento, CA",Excellent
Used Ibanez AF71F Black Hollow Body Electric Guitar,$364.99,"N. Fayetteville, AR",Good
Used Fender Acoustasonic Player Telecaster BRUSHED BLACK Acoustic Electric Guitar,$699.99,"Midlothian, VA",Good
Used 2016 Epiphone Wildkat Red Hollow Body Electric Guitar,$374.99,"Sacramento, CA",Great
Used Martin HD28 Natural Acoustic Guitar,"$2,599.99","Youngstown, OH",Great
Used Fender Player Stratocaster Blue Solid Body Electric Guitar,$599.99,"Indianapolis, IN",Great
Used Sterling by Music Man Sub AX3 Axis Blue Burst Solid Body Electric Guitar,$329.99,"Salem, OR",Good
Used Schecter Guitar Research Omen Elite 6 Charcoal Solid Body Electric Guitar,$399.99,"Salem, OR",Good
Used Jackson Adrian Smith Signature White Solid Body Electric Guitar,$449.99,"Visalia, CA",Great
Used Epiphone ES335 2 Color Sunburst Hollow Body Electric Guitar,$449.99,"N. Olmsted, OH",Great
Used 2022 Gibson ES335 Vintage Sunburst Hollow Body Electric Guitar,"$2,849.99","Greenville, SC",Great
Used Ernie Ball Music Man Axis YELLOW FLAME Solid Body Electric Guitar,"$2,029.99","Arlington Heights, IL",Great
Used Lucero LC100 Black Classical Acoustic Guitar,$79.99,"South Bend, IN",Good
Used Taylor 814CE Natural Acoustic Electric Guitar,"$2,299.99","Appleton, WI",Great
Used Gibson Les Paul Special Double Cut Cherry Solid Body Electric Guitar,$989.99,"Oklahoma City, OK",Great
Used Gibson Les Paul Tribute 2 Color Sunburst Solid Body Electric Guitar,$989.99,"Oklahoma City, OK",Great
Used Yamaha CG101A Natural Acoustic Guitar,$129.99,"Monterey Park, CA",Good
Used Martin 00012E Natural Acoustic Electric Guitar,$924.99,"Nashville, TN",Great
Used Eart GW2 BURL Solid Body Electric Guitar,$249.99,"Dayton, OH",Good
Used Breedlove Discovery Concert Mahogany Acoustic Guitar,$329.99,"Southfield, MI",Great
Used Gretsch Guitars G5655T-QM BARREL BURST Hollow Body Electric Guitar,$794.99,"Greenwood, IN",Excellent
Used Taylor AD17e Natural Acoustic Electric Guitar,$999.99,"Greenwood, IN",Excellent
Used Taylor GS Mini Koa Natural Acoustic Guitar,$694.99,"Greenwood, IN",Great
Used Suhr Pete Thorn Custom HSS Ocean Turquoise Solid Body Electric Guitar,"$2,999.99","Fairview Heights, IL",Excellent
Used Fender American Deluxe Ash Telecaster Butterscotch Blonde Solid Body Electric Guitar,"$1,099.99","Indianapolis, IN",Great
Used Gretsch Guitars G2420T Streamliner Walnut Hollow Body Electric Guitar,$419.99,"North Charlotte, NC",Excellent
Used Fender Jagstang Fiesta Red Solid Body Electric Guitar,$834.99,"Alpharetta, GA",Great
Used George Washburn Limited Strat Black Solid Body Electric Guitar,$139.99,"Alpharetta, GA",Good
Used 2023 Fender Vintera II 50s Jazzmaster Desert Sand Solid Body Electric Guitar,"$1,059.99","Mcallen, TX",Excellent
Used Gretsch Guitars G2215-P90 Streamliner Junior Brown Solid Body Electric Guitar,$249.99,"Oklahoma City, OK",Great
Used Samick RADIO TEN Black Solid Body Electric Guitar,$549.99,"Harrisburg, PA",Great
Used Epiphone SG DOUBLENECK ALPINE WHITE Solid Body Electric Guitar,$999.99,"South Chicago, IL",Good
Used Fender AMERICAN STANDARD STRATOCASTER RW OWT Olympic White Solid Body Electric Guitar,"$1,349.99","Asheville, NC",Excellent
Used Epiphone LES PAUL MODERN Candy Apple Red Solid Body Electric Guitar,$544.99,"Fayetteville, GA",Excellent
Used EVH Wolfgang Standard ARMY DRAB Solid Body Electric Guitar,$429.99,"Fayetteville, GA",Great
Used Gibson Slash Signature Custom Les Paul Vermillion Solid Body Electric Guitar,"$2,399.99","N. Fayetteville, AR",Great
Used Jackson Mark Morton Dominion Transparent Blue Solid Body Electric Guitar,$449.99,"Hagerstown, MD",Good
Used Jackson JS32Q DKA HT Transparent Green Solid Body Electric Guitar,$179.99,"Fairview Heights, IL",Good
Used B.C. Rich Kerry King V2 Tribal Solid Body Electric Guitar,$449.99,"Fairview Heights, IL",Good
Used Charvel Pro Mod San Dimas HH HT INFINITY BLUE Solid Body Electric Guitar,$699.99,"Des Moines, IA",Great
Used 2023 Martin 0015M Mahogany Acoustic Guitar,"$1,199.99","Oxford Valley, PA",Excellent
Used Fender paramount po-220e Mahogany Acoustic Electric Guitar,$449.99,"Boise, ID",Good
Used 2024 Schecter Guitar Research Diamond Series PT 3 Color Sunburst Solid Body Electric Guitar,$465.99,"Chico, CA",Great
Used 2018 Fender Standard Stratocaster Mint Green Solid Body Electric Guitar,$575.99,"Chico, CA",Great
Used Iyv IYV 200NA Natural Solid Body Electric Guitar,$249.99,"Cincinnati, OH",Good
Used Martin GPC11 Natural Acoustic Electric Guitar,$849.99,"Tulsa, OK",Excellent
Used Wizard Custom Guitars WO3 ENT Natural Solid Body Electric Guitar,$749.99,"Greenwood, IN",Excellent
Used ESP LTD James Hetfield Snakebyte Flat Black Solid Body Electric Guitar,"$1,199.99","Oklahoma City, OK",Great
Used 2000s Squier Affinity Stratocaster Candy Apple Red Solid Body Electric Guitar,$159.99,"Atlantic City, NJ",Good
Used Ibanez AAM370E-OAW White Acoustic Electric Guitar,$499.99,"Lexington, KY",Great
Used D'Angelico Excel Lexington Sunburst Acoustic Electric Guitar,$599.99,"Lexington, KY",Great
Used Taylor 214CEN Natural Classical Acoustic Electric Guitar,$749.99,"Lexington, KY",Great
Used Balaguer Select-Custom Thicket Black Solid Body Electric Guitar,"$1,099.99","Somerville Circle, NJ",Great
Used Fender Player Telecaster surf pearl Solid Body Electric Guitar,$629.99,"Syracuse, NY",Great
Used 2018 Epiphone Les Paul Standard Pro blue Solid Body Electric Guitar,$399.99,"Dublin, CA",Excellent
Used Taylor  214ce dlx rosewood Natural Acoustic Electric Guitar,"$1,549.99","Tulsa, OK",Excellent
Used Taylor 110CE Natural Acoustic Electric Guitar,$674.99,"Country Club Hills, IL",Great
Used 2019 Fender Tim Armstrong Hellcat Mahogany Acoustic Electric Guitar,$349.99,"Country Club Hills, IL",Great
Vintage 1980 Gibson Les Paul Standard Wine Red Solid Body Electric Guitar,"$2,999.99","Plano, TX",Good
Used Guild Kim Thayil Signature Polara Black Solid Body Electric Guitar,$799.99,"Allentown, PA",Great
Used Martin 000X2E Natural Acoustic Electric Guitar,$499.99,"Ocean, NJ",Great
Used Schecter Guitar Research C1 Ink Bomb Black and White Solid Body Electric Guitar,$699.99,"Northridge, CA",Fair
Used Ibanez RGRTB621 Satin Black Solid Body Electric Guitar,$739.99,"Northridge, CA",Great
Used Jackson King V JS22-7 HV HT Satin Black Solid Body Electric Guitar,$249.99,"San Bernardino, CA",Great
Used Fender JV Modified 50s Stratocaster HSS 2 Tone Sunburst Solid Body Electric Guitar,$769.99,"South Austin, TX",Great
Used 2017 Fender Deluxe Telecaster Natural Solid Body Electric Guitar,$499.99,"Champaign, IL",Fair
Used Cordoba C5 Natural Classical Acoustic Guitar,$339.99,"Dayton, OH",Great
Used PRS SE Standard 24 Midnight Blue Solid Body Electric Guitar,$509.99,"Arlington Heights, IL",Great
Vintage 1950s Gibson es-125 2 Color Sunburst Hollow Body Electric Guitar,"$1,999.99","Lexington, KY",Good
Used Ibanez AEG1812ii-dvs Black 12 String Acoustic Guitar,$199.99,"Orange, CT",Fair
Used Fender highway Dreadnought Natural Acoustic Electric Guitar,$599.99,"Central Houston, TX",Great
Used ESP LTD MH1000 with Evertune Trans Black Solid Body Electric Guitar,$854.99,"Cherry Hill, NJ",Excellent
Used ESP LTD EC1000 Deluxe BLUE PURPLE SPARKLE Solid Body Electric Guitar,$834.99,"Cherry Hill, NJ",Excellent
Used ESP LTD M1007HT BLACK FADE Solid Body Electric Guitar,$989.99,"Cherry Hill, NJ",Excellent
Used Gibson L-00 ROSEWOOD Rosewood Burst Acoustic Electric Guitar,"$2,599.99","Overland Park, KS",Great
Used PRS S2 McCarty 594 Dark Cherry Burst Solid Body Electric Guitar,"$1,599.99","Lewisville, TX",Excellent
Used 2019 PRS S2 Vela CREAM Solid Body Electric Guitar,"$1,099.99","Independence, MO",Great
Used PRS SE Custom 24 RED Solid Body Electric Guitar,$499.99,"Greensboro, NC",Good
Vintage 1977 Fender Stratocaster Black Solid Body Electric Guitar,"$2,799.99","Richmond, VA",Good
Used Yamaha Revstar RS720B Cherry Sunburst Solid Body Electric Guitar,$549.99,"Richmond, VA",Good
Used Gibson SG Standard T Cherry Solid Body Electric Guitar,"$1,259.99","Towson, MD",Great
Used Breedlove Discovery Concert Cutaway Mahogany Acoustic Electric Guitar,$329.99,"Myrtle Beach, SC",Great
Used Breedlove Passport PLUS C250/SBE12 Natural 12 String Acoustic Guitar,$399.99,"Myrtle Beach, SC",Great
Used 2024 G&L Legacy Special Shoreline Gold Solid Body Electric Guitar,"$1,099.99","Glendora, CA",Excellent
Used Martin 000-X2E Natural Acoustic Electric Guitar,$474.99,"Chattanooga, TN",Great
Used Fender 64 Telecaster Relic Blonde Solid Body Electric Guitar,"$3,499.99","Waco, TX",Excellent
Used Gibson J45 1942 Banner 2 Color Sunburst Acoustic Guitar,"$3,699.99","Waco, TX",Great
Used Silvertone SRK-1/WR Wine Red Solid Body Electric Guitar,$159.99,"North Attleboro, MA",Great
Used 2020 Shabat Lion Fiesta Red Solid Body Electric Guitar,"$3,899.99","Dayton, OH",Excellent
Used 2014 Keith Urban Light The Fuse Crimson Red Burst Acoustic Electric Guitar,$199.99,"Beaumont, TX",Good
Used Ovation Custom Balladeer Natural Acoustic Electric Guitar,$579.99,"Totowa, NJ",Great
Used Jackson JS32 Dinky Trans Green Solid Body Electric Guitar,$244.99,"Katy, TX",Great
Used Schecter Guitar Research USA CUSTOM PT Black Acoustic Electric Guitar,"$1,799.99","Monroeville, PA",Great
Used Squier 50TH ANNIVERSARY STRATOCASTER Candy Apple Red Solid Body Electric Guitar,$249.99,"Orange, CT",Good
Used Legator Ninja Performance 7 Multi Scale Black Solid Body Electric Guitar,$699.99,"N. Fayetteville, AR",Excellent
Used Orangewood HUGO BARITONE LIVE Natural Acoustic Electric Guitar,$469.99,"Midlothian, VA",Good
Used Gretsch Guitars G9221 Metallic Silver Acoustic Electric Guitar,$649.99,"Ocean, NJ",Great
Used Epiphone 339 Dot Blonde Solid Body Electric Guitar,$479.99,"Fairview Heights, IL",Excellent
Used Epiphone Les Paul Custom Pro Koa Solid Body Electric Guitar,$649.99,"Fairview Heights, IL",Excellent
Used Gibson Les Paul Classic SATIN BLUE Solid Body Electric Guitar,"$1,749.99","South Springfield, MO",Excellent
Used Ibanez RGA42HPQM BEACH BURST Solid Body Electric Guitar,$599.99,"Lexington, KY",Good
Used 2016 Gibson Historic Memphis es335qt teal Hollow Body Electric Guitar,"$3,499.99","Somerville Circle, NJ",Excellent
Used Epiphone Century Archtop SATIN CHERRY Hollow Body Electric Guitar,$679.99,"Cincinnati, OH",Good
Used PRS SE Mark Holcomb Holcomb Burst Solid Body Electric Guitar,$709.99,"Oklahoma City, OK",Great
Used Taylor 150e Natural 12 String Acoustic Electric Guitar,$659.99,"Oklahoma City, OK",Great
Used Epiphone 150th Anniversary Zephyr DeLuxe Regent AGED ANTIQUE NATURAL Hollow Body Electric Guitar,$999.99,"South Austin, TX",Great
Used PRS S2 Vela BLACK Solid Body Electric Guitar,$989.99,"Williston, VT",Great
Used 2016 Gibson SG Special FADED Heritage Cherry Solid Body Electric Guitar,$899.99,"Orange, CT",Great
Used 2017 Fender American Professional Stratocaster with Rosewood Neck Daphne Blue Solid Body Electric Guitar,"$1,399.99","Mcallen, TX",Excellent
Used 2021 Epiphone Les Paul Standard 1950s Heritage Cherry Solid Body Electric Guitar,$429.99,"Midlothian, VA",Good
Used Collings I30 LC Natural Hollow Body Electric Guitar,"$6,999.99","Arlington Heights, IL",Excellent
Used Alhambra 1OP Natural Classical Acoustic Guitar,$349.99,"Independence, MO",Good
Used Jackson X Series Dinky Arch DKAF8 Top 8-String Multi-Scale  RED Solid Body Electric Guitar,$579.99,"Charleston, SC",Great
Used PRS SE Custom 24 Charcoal Solid Body Electric Guitar,$629.99,"Monroeville, PA",Great
Used Rogue RA-090 Dreadnought Sunburst Acoustic Guitar,$49.99,"South Bend, IN",Good
Used Epiphone Les Paul Special II Trans Red Solid Body Electric Guitar,$89.99,"South Bend, IN",Fair
Used Ibanez RGA42EX RAINBOW BURST Solid Body Electric Guitar,$324.99,"Columbia, SC",Great
Used Fender Redondo Natural Acoustic Electric Guitar,$304.99,"Columbia, SC",Great
Used Monson Suspiria grain Solid Body Electric Guitar,"$1,249.99","South Springfield, MO",Great
Used Taylor 362ce burst 12 String Acoustic Electric Guitar,"$1,899.99","South Springfield, MO",Great
Used Aio wolf stealth Trans Black  Solid Body Electric Guitar,$399.99,"Appleton, WI",Great
Used Reverend GREG KOCH GRISTLE 90 VENETIAN GOLD Solid Body Electric Guitar,"$1,199.99","Asheville, NC",Great
Used Gibson Les Paul 60s Tribute T Red Solid Body Electric Guitar,$899.99,"Augusta, GA",Good
Used 2021 Gibson Les Paul Classic Heritage Cherry Sunburst Solid Body Electric Guitar,"$1,799.99","Williston, VT",Great
Used Taylor ad27e brown Acoustic Electric Guitar,"$1,354.99","Tulsa, OK",Excellent
Used Fender Stratocaster Deluxe Blue Solid Body Electric Guitar,"$1,199.99","Plano, TX",Great
Used 2003 Tom Anderson Hollow T Classic TRANS BUTTERSCOTCH Hollow Body Electric Guitar,"$2,899.99","Asheville, NC",Excellent
Used 2018 Epiphone Les Paul Standard Gold Top Solid Body Electric Guitar,$399.99,"Fairfax, VA",Great
Used ESP H3-1007B SHADOW BURST Baritone Guitars,"$1,099.99","Hobart, IN",Excellent
Used Gretsch Guitars G5655CB Metallic Green Solid Body Electric Guitar,$499.99,"South Bend, IN",Great
Used PRS SE Custom 24 Sunburst Solid Body Electric Guitar,$629.99,"South Bend, IN",Great
Used 2018 Fender Player Stratocaster HSS Black Solid Body Electric Guitar,$499.99,"Raleigh, NC",Good
Used 2017 Fender Limited Edition American Professional Stratocaster Daphne Blue Solid Body Electric Guitar,"$1,399.99","Algonquin, IL",Excellent
Used Recording King ROS 7 OBK Black Acoustic Guitar,$109.99,"Marietta, GA",Fair
Used Godin Multiac Tobacco Burst Classical Acoustic Electric Guitar,$949.99,"New London, CT",Great
Used Silvertone SD3000PKN Natural Acoustic Guitar,$119.99,"Hobart, IN",Fair
Used G&L TRIBUTE S-500 White Solid Body Electric Guitar,$449.99,"Greenwood, IN",Good
Used Eastman E10SS-Thermo Cure 2 Tone Sunburst Acoustic Guitar,"$1,399.99","Springfield, NJ",Great
Used 2000 Fender Player Stratocaster Black Solid Body Electric Guitar,$649.99,"Orange, CT",Great
Used Charvel san dimas pro mod socal white Solid Body Electric Guitar,$799.99,"Portsmouth, NH",Great
Used 2022 Fender American Professional II Telecaster Butterscotch Blonde Solid Body Electric Guitar,"$1,499.99","Asheville, NC",Excellent
Used PRS SE SWAMP ASH SPECIAL CHARCOAL Solid Body Electric Guitar,$649.99,"Monroeville, PA",Great
Used PRS Silver Sky John Mayer Signature MIDNIGHT ROSE Solid Body Electric Guitar,"$1,999.99","Monroeville, PA",Excellent
Used Martin DRS1 Natural Acoustic Electric Guitar,$429.99,"Virginia Beach, VA",Fair
Used Kramer FOCUS VT-211S Green Solid Body Electric Guitar,$139.99,"Greenwood, IN",Great
Used 2024 Fender American Ultra Telecaster II SOLAR FLARE Solid Body Electric Guitar,"$1,799.99","Fairfax, VA",Excellent
Used Eastman E2 OM-DLX Sunburst Acoustic Electric Guitar,$669.99,"Fayetteville, GA",Excellent
Used Fender Standard Stratocaster Brown Solid Body Electric Guitar,$554.99,"Danbury, CT",Great
Used PRS SE CE 24 SATIN Silver Solid Body Electric Guitar,$459.99,"Oxford Valley, PA",Excellent
Used Taylor 656CE Natural 12 String Acoustic Electric Guitar,"$2,199.99","E Brunswick, NJ",Great
Used ESP LTD ARROW-1000 Black Solid Body Electric Guitar,$964.99,"Hagerstown, MD",Good
Used Silvertone 1303/U2 Reissue Silverburst Solid Body Electric Guitar,$279.99,"Youngstown, OH",Great
Used Silvertone 1303/U2 Reissue Black Solid Body Electric Guitar,$279.99,"Youngstown, OH",Great
Used Silvertone 1303/U2 Reissue Black Solid Body Electric Guitar,$279.99,"Youngstown, OH",Great
Used Orangewood Dana S Natural Acoustic Guitar,$89.99,"South Bend, IN",Great
Used Ibanez frh10n rose metallic Classical Acoustic Electric Guitar,$399.99,"Athens, GA",Excellent
Used 2023 Fender 1961 American Vintage II Fiesta Red Solid Body Electric Guitar,"$1,699.99","Hollywood, CA",Great
Used Epiphone Hummingbird Cherry Sunburst Acoustic Guitar,$329.99,"Salem, OR",Great
Used 2022 Rickenbacker 360 LTD CANDY APPLE PURPLE Hollow Body Electric Guitar,"$4,999.99","Atlantic City, NJ",Excellent
Used 2009 Rickenbacker 360 Fireglo Hollow Body Electric Guitar,"$2,349.99","Atlantic City, NJ",Excellent
Used Vintage V100 RED Solid Body Electric Guitar,$349.99,"San Francisco, CA",Great
Used Mitchell T433CE-BST Edge Burst Acoustic Guitar,$299.99,"Avondale, AZ",Good
Used Fender Player Stratocaster HSS 2 Color Sunburst Solid Body Electric Guitar,$569.99,"Country Club Hills, IL",Excellent
Used Sterling by Music Man Cutlass HSS Blue Solid Body Electric Guitar,$399.99,"Country Club Hills, IL",Excellent
Used Fender Player II Stratocaster 2 Color Sunburst Solid Body Electric Guitar,$669.99,"Country Club Hills, IL",Excellent
Used Gibson ES335 Red Hollow Body Electric Guitar,"$2,849.99","San Jose, CA",Great
Used Fender 1961 American Vintage II Stratocaster Fiesta Red Solid Body Electric Guitar,"$1,699.99","Overland Park, KS",Great
Used Charvel DK24 ROOTBEER Solid Body Electric Guitar,$849.99,"Tulsa, OK",Great
Used Grote GS Black Solid Body Electric Guitar,$139.99,"Visalia, CA",Great
Used 1980s SIGMA DM1STCE Natural Acoustic Electric Guitar,$199.99,"Champaign, IL",Fair
Used Martin 00017SM Black Acoustic Guitar,"$1,499.99","College Station, TX",Good
Used Squier Standard Stratocaster Black and White Solid Body Electric Guitar,$99.99,"Manchester, CT",Fair
Used 1989 Ovation LEGEND Black 12 String Acoustic Guitar,$849.99,"Fresno, CA",Great
Used ESP LTD V401 Black Solid Body Electric Guitar,$724.99,"South Springfield, MO",Great
Used Jackson JS32TQ Dinky BLACK BURST Solid Body Electric Guitar,$199.99,"South Springfield, MO",Good
Used Ovation BREADWINNER 2 TONE TAN Solid Body Electric Guitar,"$1,299.99","South Bend, IN",Great
Used Yamaha APX600 2 Color Sunburst Acoustic Electric Guitar,$249.99,"Twin Cities, MN",Great
Used Gretsch Guitars G6136T-MGC-VWH Classic White Hollow Body Electric Guitar,"$3,549.99","N. Olmsted, OH",Excellent
Used Gretsch Guitars G2657 Streamliner Ocean Turquoise Hollow Body Electric Guitar,$399.99,"Brea, CA",Good
Used Squier Stratocaster HSS 2 Color Sunburst Solid Body Electric Guitar,$149.99,"Glendora, CA",Fair
Used Squier Standard Stratocaster Black and White Solid Body Electric Guitar,$119.99,"Pittsburgh, PA",Fair
Used Jackson JS22-7 Dinky 7 String Satin Black Solid Body Electric Guitar,$159.99,"Glendora, CA",Excellent
Used 1990s Epiphone Nighthawk Black Solid Body Electric Guitar,$499.99,"Hollywood, CA",Great
Used Ibanez EW20ASE MOHAGONEY Acoustic Electric Guitar,$199.99,"San Francisco, CA",Good
Used Cordoba C7 natural Classical Acoustic Guitar,$399.99,"Fresno, CA",Great
